Text,Class,Language
"Eres retrasado ??? Es el puto presidente, todos debemos de estar al pendiente de ver qué carajos hace. Eres un idiota, la pregunta más imbécil que hay en Twitter . Es un servidor público y se le paga con dinero del pueblo todos tenemos derecho de pedir que no haga más pendejadas",Acoso,E
"Lo que molesta, no es que cambiará el jetta por una camioneta de lujo, lo que molesta es que se contradice con su política de austeridad, y su gran crítica a los ex-presidentes por hacer lo que está haciendo, yo entiendo perfectamente que lo haga es el puto Presidente!, pero kaga",Acoso,E
"La mentalidad de los boomers ahorita es ""prefiero votar por un narcotraficante declarado que por un hombre que le quito la casa a la mamá""
Broder si es que si se vota por Luis es para evitar otro puto narco de presidente, no porqur Luis sea un pan de Dios",Acoso,E
"Un puto presidente corrupto invierte 14 billones en aviones de guerra, 6mil millones en tanquetas para el ESMAD, y sale con qué toca cubrir el hueco fiscal con una Reforma Tributaria para recaudar 25 billones en medio de una pandemia.

Que país de malparidos.",Violencia,E
"Ojo aquí hijo de tu puta madre.
@lopezobrador_",Violencia,E
"Que chinge su madre el señor presidente.

Pinche Momia",Violencia,E
"Puto presidente asesino tenemos.

Chinga tu puta madre Andrés, eres un pendejo.",Violencia,E
El pueblo tiene hambre de puto Sr. Presidente.,Violencia,E
"Cachito salomon salio a decir. que al gran capitan pirata le hicieron la cama, Y vos boludo le estás haciendo la pieza a tu puto presidente inútil
#EstoyParaElMarzo2021",Violencia,E
Quédate con tu puto presidente delincuente . Ya se a robado las 3 cuartas partes del país.el piraña ratero parásito Haitiano Piñera roba igual que roban en Haiti,Violencia,E
"Para estar bien claritos...

""Petro NO representa al pueblo, Petro representa a los hampones""

#PetroEsUnHampon 
#NoMasPetro",Violencia,E
"Seguidor de Gustavo Petro :
Por lo general es grocero agresivo drogadicto vago mamerto, todo lo quiere gratis mantenido revolucionario adoctrinado al comunismo al socialismo cree que lo que pasa en Venezuela es falso, defiende los cultivos de droga, odia a la fuerza pública..",Violencia,E
"La doble moral de la cloaca mamerta no tiene límites.
Piden que #UribeALaCPI pero a la vez celebran el apoyo de criminales que hace rato tenían que haber sido condenados por Corte Penal Internacional.
#PetroEsUnHampon",Violencia,I
"Te parece preparado quein era capaz de enterrar a sus víctimas y defecar encima de ellas, usted no sabe que eran las cárceles del pueblo?, Vaya bañese o aterrice que un sanguinario como 
@petrogustavo
 le da vuelta y media a mediocres, juega como un balón con personas  como usted.",Violencia,E
"#PetroEsUnHampon 
@petrogustavo
 NO es un demócrata, sólo es un POPULISTA e  incendiario disfrazado de político.. simple peón del CastroChavismo, fratricida y cruel apátrida.. #Petro pierde el tiempo #Colombia mayoría lo conoce!!",Violencia,I
"#PetroEsUnHampon Y REINSERTADO. Ojo con el 2022 y esta pareja de MAMERTOS CON SUERTE...Tal para cual LOS GUSTAVOS 
@petrogustavo
 y 
@GustavoBolivar",Violencia,I
Hagamos la tendencia #AriasDelincuentePrivilegiado porque acá el uribismo criminal escupe sobre las leyes y sobre Colombia.,Violencia,E
"Ojo filo da'puta, escribir idioteces sin pruebas lo puede comprometer seriamente, nuevamente, cambie ese puto nombrecito de Refugiados por el de uribestias y así erá más explícito, cabrón!",Violencia,E
"Es vergonzoso, ese pedazo de Pila de caca debería estar encerrado en una cárcel, no incendiando al país y aspirando a la presidencia.
@petrogustavo
 #PetroEsUnHampon 
#PetroNuncaSeraPresidente",Violencia,E
"Aaaa bueno pero hablan de asesinos y muertes pero cuando es en nombre de la fe son buenos muertos ,Rostro pensativoRostro pensativoRostro pensativoRostro pensativo nos faltan como unas cruzadas o volver a ""evangelizar unos cuantos indios""",Violencia,E
Como siempre estos cristianos camanduleros en su mundo de fantasia. 6.402!!,Violencia,I
"""Bueno"" por conocer?, eso es la basura humana de la Colombia Inhumana. Algunos piden un ""cambio"" porque la ""derecha"" ha traído sólo pobreza. Derecha: ricos, clase media y pobres. Izquierda: los ""pobres pobres"", el pueblo y los ""únicos ricos ricos"" son los gobernantes.",Violencia,I
"Por qué hacemos experimentos con animales habiendo gente que dice “Petro presidente”?

#PetroEsUnHampon #PetroEsUnHampon 
#PetroNuncaSeraPresidente #PetroLoser",Violencia,I
"Fredy Guarin es una muestra ó degustación de lo que piensa la mamerta,bruta y torpe 
@SaninPazC LA DROGA ES SEXI...DICE ÉSTE ENGENDRO¡¡¡ #PetroEsUnHampon",Violencia,I
"Un ejemplo de Los IDIOTAS ÚTILES 
de la izquierda que paga Gustavo 
Petro con los dineros de narcofarc 
comunes, para que den likes y RT a 
sus trinos. #PetroEsUnHampon",Violencia,I
Ojalá todos los gamers machistas (da igual el videojuego que sea ya que en todos los hay) os quedéis sin Internet para el resto de vuestra miserable vida. Sois estúpidos.,Violencia,E
"""hEz kE MeLTzEr mIeNtE"", luego todos los portales en ingles y/o español sacan noticias nuevas a montones justo el viernes cuando Meltzer saca su boletín.

En serio, dejen de ser unos mark estúpidos. Si quieren superar a los gamers en imbecilidad, pues así van por buen camino.",Violencia,E
"gamers: los iseaki son estúpidos, no hay forma que si mueres en un juego puedas morir en la vida real capcom: hold my beer Drumiel nos habla de cómo Resident Evil VII VR casi se lleva su vida por el camino.  Https://drumiel.wordpress.com/2019/10/23/memorias-como-cuando-jack-baker-me-noqueo-en-la-vida-real/",Violencia,E
"Qué decís? Que los gamers dan puto asco como colectivo y sólo puntúan mal videojuegos por razones estúpidas como tener chicas de protagonista o contenido LGTBI? Pero cómo, eso no posible es!",Violencia,E
"Los periodistas de vjs son estúpidos, incompetentes, perezosos o corruptos? Sabia que el juego iba a ser decepcionante, todos lo vimos venir, pero ni yo esperaba esto. 
Apuesto q, para tapar su incompetencia, los periodistas van a acusar a los gamers de misoginos y homofobicos.",Violencia,E
"Como lo adivine? Solo tienes q apostar a q los periodistas de videojuegos siempre van a elegir el camino q les de menos esfuerzo. No existe profesión mas ladri... bueno, quizás periodistas de deportes, pero al menos a ellos si les gustan los deportes sinceramente.",Violencia,I
"una vez más se exposean a los gamers españoles que son todos unos niñatos inmaduros, estupidos , machistas y egocéntricos

MAYBE DEJAD LA MAQUINITA Y YOUTUBE E ID A UN PUÑETERO PSICOLOGO",Violencia,E
"Mas disfrute menos prejuicios estupidos, todos somos gamers, haaa pero esos malditos ñoños que leen libros esos si hay que quemarlos en leña verde, que no ven que los videojuegos son un arte superior Cara con los ojos bizcos y la lengua fueraCara con lágrimas de alegríaRodando por el suelo de risaCara con lágrimas de alegría",Violencia,E
"en argentina los varones tienen 2 personalidades 

los tinchos misoginos y estupidos

los gamers “eboys” loleros con olor a ricota",Violencia,E
"Jajajaja i know , no ves el doblaje y ya. Bien estúpidos. 

Se ponen bien mal, wey los gamers , los otakus, los fans de Star Wars , o sea ya todos en realidad. Asqueroso. Mujer llevándose la palma de la mano a la cara",Violencia,E
"Aquí en Cumaná vacunaron a los periodistas. Y a los odontólogos que tenemos contacto directo con las bocas vuelta mierda y el p#$& virus no. A nosotros no Rostro ligeramente sonriente 

No les deseo mal pero ojalá no necesiten de nosotros por un dolor de muelas hijo de p@&$ ✌🏻",Violencia,E
"Alguien que se ponga la 10 y haga los trámites para la deportación de Epa Colombia. Qué vieja tan sucia y ridícula, ella es esa brecha entre el derecho a la libre expresión de la personalidad y el ser un completo idiota que jamás maduró, y por lo visto jamás lo hará. Osazo.",Violencia,E
¿Alguien puede sacar a la ridícula de la epa colombia de mi país por favor? No necesitamos más estúpidos como ella que alimenten este tipo de campañas,Acoso,E
"Esta no fue la que cerró la cuenta por decir, vaya a trabajar simio? La misma que se cree raza pura? siendo cruza de Español con indígena, el negro tiene más valor que el experimento llamado 
@Marbelle30
!!",Acoso,E
"JAJAJAJA porque no le puso que se la quiere comer? Jajaja que ridículos que son defendiendo a esta payasa, que ni sabe en qué cosas se mete para promocionar y más de uno estafado gracias a ella! NI LA EPA COLOMBIA ES TAN RIDÍCULA COMO ESTA VIEJA",Acoso,E
"Vos sabes lo que es estos negros drogaditos quieren que legalizen la marihuana,mueranse.",Acoso,E
"JAJAJAJA HIJO BRUTO LE HACES REFERENCIA a una ciudad y una comunidad que ni se inmuta de tu asquerosa existencia, a quien chucha le importas que te pseudo llames ""Barcelona""? Si no eres una filial vales verga
Nadie en la misma BCN reconoce o siente orgullo de puta existencia.",Acoso,E
No comparar a nuestras indias con @VickyDavilaH  nuestras indias son nuestra cultura y esta mujer es una prepago Mano de victoriaBandera de Colombia,Acoso,I
"HUBO PERIODISTAS QUE SE GANARON EL PREMIO AL ""MAYOR LAMBECULOS"" Y AL ""GUSANO QUE SE ARRASTRA"".",Acoso,I
"La categoría de ""periodista prepago lameculos"" no ha sido creada, por esa razón no la convocaron.",Acoso,I
"La peor periodista del país
No entiendo una revista tan importante se dejó mal influenciar de persona lemebotas cómo Viki Dávila afuera corrupción afuera uribistas",Acoso,I
"Grande el feminismo, lo aplaudo y lo peor de todo es que la ataca simplemente porque es una periodista transparente y de segura la bruta que escribió esta mierda es petrista, qué se espera  de los seguidores de esa basura?",Acoso,E
El periodismo vómito... A algunos les gusta eso tanto que lo premian!!,Acoso,E
"Pero eso es cierto.Es hecha por un gamin, vulgar periodismo amarillista 
Es igual o peor que las novelas de @GustavoBolivar 
Acá lo que les gusta es el paraco,auc, el guerrillero, el lavado, el escolta de las FARC y los políticos asesinos sentados ganando 35 millones mensuales",Acoso,I
"Mire vieja triple hjpta, eso no lo eligió un jurado amañado cómo están acostumbrados ustedes los Uribestias, fue una votación del pueblo, el mismo que va a derrotar a su amo y a sus secuaces, vaya pensando en volverse honesta y no seguir de cómplice de la corrupcion, puerca !!!",Acoso,E
"digan lo que quieran y la verdad de que las religiones son una mierda, pero por que los catolicos tienen canciones tan pegadizas loco MARIA ESTA PASANDO POR AQUI AQUI AQUI MARIA ESTA PASANDO POR AQUI AQUI AQUI AEAEAEA",Acoso,E
"Semana santa es el plan vacacional de los ""católicos"" hipócritas que pretenden purgar sus pecados en una semana, y justificar su actitud de mierda el resto del año",Acoso,E
"Catòlicos de mierda , juran q comiendo pescao este fin de semana hacen la voluntad  de Dios, y el resto del año siendo unos ctm, misericordia quiero!!! No sacrificio !!!!",Acoso,E
"Este país no es católico. Los curas y otros mojigatos quisieron poner el INRI en la Constitución. Aquí asesinan todos los días, la justicia es politizada en la cara de todos, a los mandatarios no les importan las muertes. Los peores son los que van a misa e ignoran toda la mierda",Acoso,E
"No sólo he escuchado a los curas de la iglesia católica decir que no voten por la izquierda. Peor aún, escuchar a los pastores cristianos decir que voten por uribe muestra lo indolentes y cínicos que son; hablan de Dios pero eligen al señor muerte.",Acoso,E
Así es vi un pseudopastor - arrodillado ante carrasquilla. Bufones de Pila de cacaPila de cacaPila de caca venden la conciencia por el estiércol del diablo. Otros le rinden culto a juanman. Silvan su nombre,Acoso,I
Y tu no sabes que los izquierdosos también son corruptos. Y peor porq estos.som narcoterroristas pedófilos asesinos. Micerables son un maldita plaga los hp,Acoso,I
"Sí, católicos camuflados de Mierda.",Acoso,I
Me llegan al pincho los huevones pajeros que me joden de lunes a domingo y que para concha son católicos/fanáticosCara con boca abierta y sudor fríoespero se estén azotando por todas las pajeadas que se metenCara con boca abierta y sudor fríocaretroncos,Acoso,E
"La semana que todos los días tiene un nombre, que no se come carne,  y hacen mierdas super hipócritas. Finalmente cuando termina esa semana, siguen siendo las mismas plastas de mierda... En fin, los católicos son raros.",Acoso,E
"PARA SER CATÓLICOS Y “CRISTIANOS” SON DEMASIADO JUZGONES Y APEDREADORES.

Las cosas no son, no van a ser, NI DEBEN SER como ustedes y su superioridad moral dicen. Exponer la privacidad e información de estas mujeres demuestra la mierda que tienen dentro.",Acoso,I
"He visto catolicos chupasirios compartiendo esta mierda... Si esos son sus referentes, de libertario tienen muy poco, chiques.",Acoso,I
Los peores seres humanos son aquellos que con orgullo gritan ser cristianos/católicos pero tremenda mierda de personas son; sin valores ni respeto por la dignidad humana,Acoso,E
"No me diga que usted por ser católico defiende lo que dice este cura malcriado. En todas las iglesias hay gente que no ha aprendido nada aún estando allí, y este cura es un vivo ejemplo de eso",Acoso,E
"Un huevon de acá tiene mil tweets criticando a los católicos, a Dios y diciendo ""fanáticos religiosos de mierda"" pero es hincha de López Aliaga y lo defiende por todos lados, no entendí",Acoso,E
Me cago en los catolicos que votan por estos idiotas mae. Al chile que la religión es un maldito cancer de mierda,Acoso,E
#SemanaSantaMadrid2021  feliz semana catetos de mierda !!!! Católicos NO !!,Violencia,E
Asu puta mierda católicos de Colombia…,Violencia,E
"Comparto, si tienes estómago para bichar algún perfil la mayoría son blancos-católicos-liberales, todo un gran rejunte de mierda asquerosa…",Violencia,E
Qué tan neandertal tenés que ser para encontrar diferencia entre el original y este? No veo la hora de que estos católicos de mierda s emueran ya,Violencia,E
"Los cristianos o Católicos son como la mierda, aparentan y aparentan aún más. cristo nunca existió, jesús es el invento más nefasto que ha tenido la tierra. Es hora de abandonar todas esas creencias absurdas y por consiguiente eliminar aristócratas....",Violencia,E
que en el pasado recibieron el conocimiento y han implementado un mundo de mierda.A la academia desaparecerla con todo y sus corruptos profesores. A los comunistas eliminarlos. A los nazis matarlos. Hay que matarlos a todos. Viva la anarquía.,Violencia,E
"Comparto, si tienes estómago para bichar algún perfil la mayoría son blancos-católicos-liberales, todo un gran rejunte de mierda asquerosa…",Violencia,E
"A pero puta se enojan de que los hoteles privatizan sus playas, para esto quieren que sean públicas, pinche gente puerca, denquensirve que se sientan católicos si son unos mierda todo el año, contaminando y dejando su basura, esta es la gente que se debería de llevar el covid",Violencia,E
"Freddy, si no eres católico, has tu vida de pagano sin ningún pudor ni cargo de conciencia, pero dime: Cual es tu afán de torear a los católicos que siguen sus tradiciones? Mejor deja de webear comunista cornudo de mierda miserable.",Violencia,E
"Es que solo protestan para tener la vagina ,lista para abortar ",Violencia,E
"No, yo las lastimó a ellas, me encanta destrozar les el útero para que no aborten",Violencia,E
"usted no tiene derecho de opinar sobre el cuerpo de otras mujeres, viejo baboso.
de verdad que todos los hombres católicos son la misma mierda, misóginos a más no poder.

NO ÚTERO, NO OPINIÓN.",Violencia,E
"Ese cardenal hijo de mil putas q se arte mierda , viejo cerote corrupto , seguro q el hace negocios con el diablo , viejo hijueputa x eso los católicos me caen mal xq son grandes corruptos ,bolos , cardenal mis huevos x último",Violencia,E
"Es una mierda más d trol, bot o como se quiera llamar... Lo más gracioso es q es el reflejo de los q se llaman católicos y patriotas ...panda lunáticos... Lo mejor, bloquear Pila de cacaPila de caca pq Twitter  no hace nada…",Violencia,E
"Tiemblen aborteras, tiemblen. La historia se escribe con V de victoria, V de Vencidos, y V de Vida.",Violencia,E
Ridiculos el que temblara serás tú y toda tu bola de pendejos católicos se les acabó su mierda poco a poco menos gente es religiosa porque da asco,Violencia,E
Que odio y ganas de cagar a trompadas me provocan los católicos recreando una canción popular pero santificada,Violencia,E
"Creo que a gran parte de los Chairos, les han hacheo Lobotomía Cerebral. Así que pobrecitos hay que tenerles paciencia ya no quedaron bien; hay que tolerar lo más que se pueda, como dice su AMO, son sus mascotas. No le puedes sacar agua a las piedras.",Violencia,E
"Hoy hablaba con mi papá y me decía emocionado que lo habían vacunado, mañana cumple 82 años y como el, muchos de la 3a edad fincan una esperanza de vida en la vacuna. Pendejos los que votaron por estos malditos de la 4T. Pero vienen la elecciones.",Violencia,E
"Y se les nota por su ortografia y acentuación.
Ejemplo:
Perdon en lugar de Perdón
Tambien en lugar de También
Conetimos en lugar de Conetimos
Todo un Analfabeta Funcional! 
Verda' 
@Salvado11495921
 
chairoNACO primero aprende a escribir y luego le dices algo a GlodeJo07. Ok?",Violencia,E
"Si a ti te inyectaron aire, a este Chairo ni siquiera le encontraron el cerebro para vacunarloMan facepalming, de ahí su retraso!",Violencia,E
"Y pensar que por encima de la miseria que les pagan por tuitear sus estupideces esta su propia dignidad . . . 

Pobres Chairos",Violencia,E
"Ya es hasta triste de ver los esfuerzos ridículos que hacen los chaires por defender a AMLO.
Puro ataque personal pero de argumentos que desmientan lo que digo... 
NA-DA",Violencia,E
"El fósil y porro de la UNAM que ahora solamente es inquilino de Palacio Nacional terminó su Carrera en 14 años!!! No sé tituló y ""preside"" un país.
Exijanle a ese Proto Dictador, Autoritario, Tirano, Soberbio, Psicópata, Narcisista y Mitómano. 
Al ataque morenacos! Paw printsPaw prints",Violencia,E
"Es la triste realidad de mucho que se esmeran en creerle al Payazo y Mitomano de 
@lopezobrador_
 lo bueno es que son mas los que estan dando se cuenta y estan despertando de sueño que vivian pero los que sigue Chairos son y Chairos seguiran!!! El Patetico VGT va en picada y morena",Violencia,E
"¿Para qué argumentos? Éste psicópata era el mesías en turno que los iba a salvar y a darles dinero. Fin del argumento. Así, chairo style",Violencia,E
"Así son los estúpidos adoctrinados chairos,  no tienen ningún  argumento para defender a us falso Mesías,  solo descalifican,  sin pruebas obviamente a los que cuestionan su gobierno",Violencia,E
"Tranquis MiGloria ii  Chayros ff ,fundamentalistas y fanáticos , tiempo de vida 60 días NO +",Violencia,E
La inepta @ClaudiaLopez  no ha podido con Bogotá y ahora quiere gobernar al Amazona. Vieja tan RIDÍCULA.,Violencia,E
"Apoyados por las cifras maquilladas y el silencio de @HugoASeguridad  ... esperar que no lo maten a uno ante la negligente y ridícula política de seguridad de la “lideresa” 
@ClaudiaLopez",Violencia,E
"Aparte que esta feriando entre su familia y aduladores los recursos distritales, despilfarra ingentes cantidades en publicitarse y por lo que ve en vestuario con el sello de Bogota. Es inepta irresponsable boba ridícula pro ADEMÁS Dañina #RevocatoriaClaudiaLopez #INMEDIATA",Violencia,E
"Jajaja. Nooo pues, que mieeedo jajaja. La inquisidora del periodismo y su caridad mediática. Ridícula con infulas de superioridad (como todo mamerto), que al estilo de 
@ClaudiaLopez  piensa que ser atarban y vulgar es la mejor forma de hacer valer sus posturas, y todo x ser mujer",Violencia,E
"Hablo la Jefe o jefe o perra o perro de los vandalos 
@ClaudiaLopez  , no deja trabajar pero luego autoriza marchas y se va contra la policia, inepta o inepto el alcaldo o alcaldesa jajajaj",Violencia,E
"Lo mamertos no les quita lo machistas. Qué relevancia tenía atacar a Claudia López llamándole perra, zorra o lesbiana facha? Acaso los errores de su admin han sido por ser mujer o lesbiana? Peléenle lo populista, no se basen en insultos misóginos y homófobos, ridículos. Cara de payaso",Violencia,E
"No les interesa, solo quieren figurar estan en campaña política, Claudia Lopez es un perra, disulpeme la expresión pero es que la odio con toda mi alma. Me acabo",Acoso,E
Esa malparida de claudia López es un cáncer clasista es que en el norte de la ciudad en chapinero o teusaquillo no hay Covid perra hijueputa.,Acoso,E
Malparida claudia lopez descarada entonces resulta que la gente que busca su sustento diario es su enemigo perra hp. Bogotanos gente trabajadora o sacan ese demonio ose caba el pueblo luchador,Acoso,E
"#ClaudiaLopezDesastrosa Pelea hasta con el Nido de la perra, más estúpidos borregos que botaron por ella en el desayuno se sabe lo que va a ser el almuerzo, siganla alabando farianos irresponsables ignorantes 
@ClaudiaLopez
 https://twitter.com/@fabioji98704455 #RevocatoriaUrgente",Acoso,E
Claudia López busca a todos los venezolanos pero solo para dar a demostrar que su Bogotá es limpia jajajajajaj pobre inmunda mujer sucia perra esa cachapera,Acoso,E
Deben acelerar el proceso revocatorio contra la lesbiana hijueputa de la claudia lópez. Esa perra en celo o perro caliente no merece ser alcalde de la capital de Colombia. Que vaya y ponga un bar gay o algún motel para sus amigos homosexuales y que lo administre. Para eso sirve.,Acoso,E
"En otras palabras , necesitamos que salga encapuchados y que acaben hasta con el nido de la perra. DESESTABILIZACIÓN al 100 . Como llegamos a tener esta vieja tan MEDIOCRE?  @ClaudiaLopez",Acoso,E
"Me imagino que sí, y me le metí con el entorno familiar, se ofendió por qué toque a las mujeres ratas de la sociedad y su círculo familiar se hunta?
O solo tiene ganas de discutir por defender a una basura que vive robando al pueblo?",Acoso,E
no no no no puedo creer el termotanque de leche q pueden llegar a ser los hombres q asco por dios acosadores de mierda los odio,Acoso,E
"Preguntarme como llegar a X lugar Cuando me acerco xq supuestamente no me entendía, tenía la pija afuera y se estaba masturbando!!!
Desde q somos niñas pasamos x esto, y no es válido gua'u q estemos siempre a la defensiva.
HOMBRES DE MIERDA SON UN ASCO, SON PSICÓPATAS PERVERTIDOS",Acoso,E
"Que triste sentir miedo de salir a la calle, porque afuera existen hombres inadaptados con problemas mentales y más triste ser mujer en esta sociedad de mierda.",Acoso,E
"jajaj que asco que hables de deconstrucción, de odiar a los hombres y el patriarcado y seas un abusador de puta mierda.",Acoso,E
"Se imaginan haber terminado una semana increíble pero que al final del día todo se cague porque uno sale sola,  y los hombres en la calle sean una mierda y le causen un ataque de pánico? LOS ODIO",Acoso,E
"me da una ira tremenda saber que aun hay hombres abusando de mujeres, saber que hay grupos de ellos que ninguno se ponga a pensar lo que esta haciendo, demuestra la mierda de raza que es el humano, chicas tengan cuidado, es normal que las quieran exorcizar para obtener algo tuyo",Acoso,E
putos hombres de mierda y sus ganas de invalidar el machismo y el acoso,Acoso,E
"todas pasamos por situaciones de mierda con hombres pervertidos y asquerosos, qué difícil es ser mujer en esta sociedad",Acoso,E
SON IGUALES A LOS HOMBRES QUE ABUSAN JAJAJAJAJAJAJA QUE BOLA QUE LOS HOMBRES ABUSAN??? pedazo de perejil mal cortado que mierda lo que decis? Cerra la puta boca,Acoso,E
"Que asco los hombres, es una cosa de no poder caminar una cuadra tranquila que te gritan 300 guarangadas, ordinarios de mierda",Acoso,E
"Los hombres no dejan de acosarte hasta q les decís TENGO NOVIO. Es como cuando vas con un chico por la calle Y NO TE GRITAN. Un asco me dan, q especie de mierda el 70% me da asco lit",Acoso,E
"Prianistas! Los mismos de la leche radiactiva para bebés, de las varillas con cobalto radiactivo para casas infonavit, del Fobaproa, de todas las devaluaciones y deuda adquirida y robada, prianistas.. el verdadero CÁNCER de México, hay que extirparlo de raíz! #AmloLiderMundial",Acoso,E
"El pueblo no está ciego no atado de manos, no permitiremos atropellos de parte de los prianistas ratas y sus amos.

¡México, Dios un soldado en cada hijo te dió!
Citar Tweet",Acoso,E
"No se si reir o llorar, los PRIANISTAS cada vez estan mas estupidos !!!! ",Acoso,E
No es una Rata es excremento de RataRataRataRataRataRataRata Andrés Felipe Arias su ambición desmedida su sociopatia y narcisismo lo llevaron a comer Pila de cacaPila de caca una persona que es capaz de enlodar a otra de un rango más bajo para que pague cárcel es un hp.,Acoso,E
"Si Álvaro Uribe es un Dios, es más del tipo griego: vengativo, abusador de mujeres, guerrero, traidor, asesino y con hijos imbéciles... #FelizLunes",Acoso,E
"Maldito hijo de perra 
@RicardoBSalinas
 no tienes vergüenza, la vida tarde o temprano te pondrá tu merecido.",Acoso,E
"Estos petristas , tienen es mierda en vez de cerebro, sigan confiando en su mesías gerrillocacas.",Acoso,E
duque hijo de perra ojala le mate toda la familia el #coronavirus #CoronavirusColombia  hijo de puta que prefiere La Plata que las vida de todo un país.,Violencia,E
TANTO QUE VICTIMIZAN A VENEZOLANOS .PRIMERO AYUDEN A LOS CHILENOS ...ESTOS EXTRANJEROS SON RUIDOSOS MAL EDUCADOS Y EXIGEN AYUDA... QUE SE VAYAN #nomasmigrantes,Violencia,E
Fuera los migrantes! Que se regresen a su país! Aquí no hay trabajo ni medios para mantenerlos y ya tenemos suficientes indigentes y criminales... sorry! CUPO LLENO! #FueraMigrantes #NoMasMigrantes #CaravanaMigrante2020 #CaravanaMigrante,Violencia,I
Alguien que me presente a espert para meterle una trompada en el medio de la boca Manos palma contra palma Manos palma contra palma #peladotraidor #puto #vendehumo,Violencia,I
"Imágen sin Texto.. #HezLoQHay Los Divinos #MariChulos llegaron para ""Dignificar la Política""..! Seguid votándoles!!",Violencia,I
El neofascismo de los #marichulos. Hay que abrir una Escuela Superior y formar en Igualdad de Género.,Violencia,E
Los hominidos son inocentes Gatell es el culpable,Violencia,E
La tía @InocenciadlB está preocupadísima porque #ANLO se apoderó de Twitter y Facebook y nos va a querer censurar a todos.,Violencia,I
"Y El covidiota mayor dando ""el ejemplo""",Violencia,E
"La guerra contra el narco que inició el carnicero de Michoacán y reforzaron los derechangos del Prianato lleva más de 250 000 muertos, 61,000 desaparecidos y miles de fosas clandestinas. Para récord ellos.",Violencia,E
"Pues por eso, no hay acciones concretas para que la gente permanezca en casa Un pin-ch decágolo de lopez gatell que repite lo mismo en la mayoría de los puntos, no funciona Así los planes pedorros de este pésimo gobierno ¿Y las vacunas? Llegando a cuenta gotas, por no comprarlas",Violencia,I
Yo quiero ese incompetente eni c.. Asa,Violencia,I
Andrés Nanuel López Obrador jskajsj,Violencia,I
Exacto!! Mugre gente!,Violencia,E
Covienejos,Violencia,I
"Pero con el detente y con no mentir, no robar y no traicionar no hay por qué preocuparse, o si? Así dijo el #cacasObrador",Violencia,E
"Y eso que tiene que ver con que la gente sea tan imbécil de no tener ni el mínimo sentido de autopreservación, ni teniendo conocidos o familia muerta se cuidan, que necesitan toque de queda para no salir, por favor un año y todavía necesitan que los obliguen, sociedad mediocre",Violencia,E
Estvpidiotas de la t de cuarta: -Saca su estampita de Detente. -La pandemia le cayó como anillo al dedo. -Ya domó la pandemia. -Mas de 200 mil muertes y sale a pasear infectado de coronavirus. -Decir que los viajeros no viajan infectados. #Covidiotas,Violencia,I
Pinches mierdas q se van d vacaciones,Violencia,E
Jajajaja inche descerebrados culpando a una pesona cuando durante sexenios sus héroes desfalcaron el sector salud. Acá una muestra de los #Covidiotas auténticos,Violencia,E
"Y sobre todo, habrá menos idiotas! Jajajajajaja",Violencia,I
Y los covidp3ndejos dirán: ¡Todo es culpa de Gatell!,Violencia,I
"No, no mames pinche Obrador eres una mamada, ve al aeropuerto y las terminales de autobuses y evita eso cabron, por eso eres presidente, no? Cuidamos!!!!",Violencia,E
Al rato todos los medios chayoteros van estar chingando que el presidente y el dr Gatell tienen la culpa de la nueva ola de contagios,Violencia,E
Lopez Pilatos,Violencia,I
"Pregunta sería para el Lic. Lozano, usted sirve para otra cosa además de para succionarsela a la comandante Borolas?",Violencia,I
De atiro no tienes mas que hacer infeliz Miserable y asqueroso saco de pus chiva loca del copelas o cueio rata hocicona huachicolera,Violencia,E
Ricardo salinas pliego tu y él #Sacodepus vayance mucho ALV par de hocicones parásitos vividores rateros corruptos lo de la sana distancia eso ya es cosa de cada quien pero usted públican puras pendejadas si pero l sacó de pus anda en valle de bravo,Violencia,E
Listo para que Borolas te la crucifique en el Departamento millonario que te regalo !!,Violencia,I
"POR LO REFULAR SEUDO FIFIS QUE LUEGO VAN A MAMAR CON LOS CONTAGIOS ""#AZIN NO GATTEL""",Violencia,E
"Menos chairos, menos votos",Violencia,I
Chairos idiotas!!!,Violencia,E
Déjenme adivinar será culpe de Gatell que se vuelva a semáforo rojo ya que no tiene una buena estrategia para detener la pandemia bola de ENDEJOS,Violencia,I
"Ayer: -Ya llegamos a los 200 mil puertos por Covid, Gatell es un incompetente. Hoy: -Inician las vacaciones, vamos a Acapulco. Mañana: -Ya rebasamos los 200 mil muertos, ""ANLO azescino"". #Covidiotas",Violencia,I
"La guerra contra el narco que inició el carnicero de Michoacán y reforzaron los derechangos del Prianato lleva más de 250 000 muertos, 61,000 desaparecidos y miles de fosas clandestinas. Para récord ellos.",Acoso,I
"Hay de todo un poco, lo tibio que ha actuado el gobierno de México ante la pandemia y la pendejez de la gente, combinación perfecta para activar la tercera ola.",Acoso,E
"Pues por eso, no hay acciones concretas para que la gente permanezca en casa Un pin-ch decágolo de lopez gatell que repite lo mismo en la mayoría de los puntos, no funciona Así los planes pedorros de este pésimo gobierno ¿Y las vacunas? Llegando a cuenta gotas, por no comprarlas",Acoso,E
Los hominidos son inocentes Gatell es el culpable,Acoso,I
Aquí los mayores #covidiotas más irresponsables de México !!! Y peor!! que dan el ejemplo,Acoso,E
Chaira detectada,Acoso,E
Así de incongruentes son los infelices. Dan risa solamente. Para eso sirven los opositores para servirnos de payasos,Acoso,E
